Manufacturer|Product Name|Size|itemType|SKU|BasePrice
Marley|Coffee Talking Blue Medium|8 oz|Coffee/Creamer|42781001|$20.89
Mahatma|Rice Brown|2 lbs||42782001|$2.19
Mahatma|Rice Jasmine|2 lbs||42783001|$2.89
Mahatma|Rice White|2 lbs||42784001|$2.19
Luvs|With Ultra Leakguards Size 3|104 ct|Diapers|42785001|$18.99
Luvs|With Ultra Leakguards Size 3|34 ct|Diapers|42786001|$8.99
Luvs|With Ultra Leakguards Size 4|29 ct|Diapers|42787001|$8.99
Luvs|With Ultra Leakguards Size 4|88 ct|Diapers|42788001|$18.99
Luvs|With Ultra Leakguards Size 5|25 ct|Diapers|42789001|$8.99
Luvs|With Ultra Leakguards Size 5|74 ct|Diapers|42790001|$18.99
Little Tummys|Gas Relief Drops Natural Berry|1 oz||42791001|$7.49
Little Noses|Spray & Drops Saline|1 oz||42792001|$4.19
Little Debbie|Bars Marshmallow Treat|6.7 oz||42793001|$2.19
Little Debbie|Bars Nutty|12 oz||42794001|$1.50
Little Debbie|Brownies Cosmic|13 oz||42795001|$1.99
Little Debbie|Brownies Fudge|13 oz||42796001|$1.99
Little Debbie|Buns Honey|10.5 oz||42797001|$1.99
Little Debbie|Cake Cloud Cakes|15.16 oz||42798001|$3.00
Little Debbie|Cake Swiss Rolls|13 oz||42799001|$1.50
Little Debbie|Cake Zebra Cakes|13 oz||42800001|$2.19
Little Debbie|Cookies Oatmeal Cream Pies|16.2 oz||42801001|$1.50
Little Debbie|Cookies Oatmeal Cream Pies|31.78 oz||42802001|$3.50
Little Debbie|Cupcakes Chocolate|14.38 oz||42803001|$3.00
Little Debbie|Donuts Powdered Bagged Mini|10 oz||42804001|$2.19
Little Debbie|Muffins Banana Nut|11.39 oz||42805001|$2.89
Little Debbie|Muffins Blueberry|11.39 oz||42806001|$2.89
Little Debbie|Pie Marshmallow Chocolate|12.1 oz||42807001|$2.19
Little Debbie|Spin Wheels Pecan|8 oz||42808001|$1.99
Listerine|Mint Shield Mouthwash|16.9 oz||42809001|$4.49
Lipton|Tea Bags Black Tea & Honey Berry Lemonade Decaf|10 ct||42810001|$2.39
Lipton|Tea Bags Green Tea & Honey Coconut Passionfruit|10 ct||42811001|$1.69
Lipton|Tea Bags Green Tea & Honey Dragonfruit Peach|10 ct||42812001|$2.39
Lipton|Tea Stix Tea & Honey Lemon|10 ct||42813001|$1.69
Lenders|Bagels Blueberry|17.10 oz||42814001|$2.69
Lenders|Bagels Cinnamon Raisin Swirl|17.10 oz||42815001|$2.69
Lenders|Bagels New York Style Plain|5 ct||42816001|$3.29
Lenders|Bagels Plain|17.10 oz||42817001|$2.69
Lean Pockets|Ham & Cheese Whole Grain Crust|9 oz||42818001|$2.29
Lean Cusine|Lean Cusine Frozen|6 oz||42819001|$2.99
Lavazza|Coffee Espresso|8 oz|Coffee/Creamer|42820001|$8.79
Lavazza|Coffee Premium Drip House Blend|10 oz|Coffee/Creamer|42821001|$4.39
Landslide|Landslide Brown Sugar |16.2|Sugar|42822001|$2.80
Landslide|Landslide Canola Oil |20.2|Cooking Oil|42823001|$2.36
Landslide|Landslide Chunky Peanut Butter |4.94|Peanut Butter|42824001|$1.42
Landslide|Landslide Corn Oil |14.5|Cooking Oil|42825001|$1.23
Landslide|Landslide Creamy Peanut Butter |6.28|Peanut Butter|42826001|$1.40
Landslide|Landslide Extra Chunky Peanut Butter |5.8|Peanut Butter|42827001|$0.73
Landslide|Landslide Oregano |20.1|Spices|42828001|$1.82
Landslide|Landslide Pepper |9.3|Spices|42829001|$2.59
Landslide|Landslide Salt |13.1|Spices|42830001|$0.82
Landslide|Landslide Sesame Oil |4.26|Cooking Oil|42831001|$0.58
Landslide|Landslide Vegetable Oil |13.8|Cooking Oil|42832001|$2.14
Landslide|Landslide White Sugar |9.3|Sugar|42833001|$1.52
Lake|Lake Beef Bologna |5.78|Bologna|42834001|$0.64
Lake|Lake Chicken Hot Dogs |11.3|Hot Dogs|42835001|$1.53
Lake|Lake Cole Slaw |10.1|Deli Salads|42836001|$1.68
Lake|Lake Corned Beef |15.8|Deli Meats|42837001|$2.49
Lake|Lake Low Fat Bologna |13.3|Bologna|42838001|$1.78
Lake|Lake Low Fat Cole Slaw |12.3|Deli Salads|42839001|$0.93
Lake|Lake Pimento Loaf |16.3|Bologna|42840001|$3.92
Lake|Lake Potato Salad |11.5|Deli Salads|42841001|$3.31
Lake|Lake Roasted Chicken |19.2|Fresh Chicken|42842001|$2.66
Lake|Lake Sliced Chicken |9.8|Deli Meats|42843001|$1.43
Lake|Lake Sliced Ham |8.5|Deli Meats|42844001|$2.94
Lake|Lake Sliced Turkey |5.65|Deli Meats|42845001|$3.20
Lake|Lake Turkey Hot Dogs |15|Hot Dogs|42846001|$0.71
Kroger|Bread Crumbs Italian Style|15 oz|Baked Goods Other than Bread|42847001|$1.19
Kroger|Eggs Large|12 ct||42848001|$1.99
Kroger|Eggs Large|18 ct||42849001|$2.99
Kroger|Garlic Bread Classic|16 oz|Bread|42850001|$1.69
Kroger|Peanut Butter Creamy|16 oz|Peanut Butter|42851001|$2.19
Kroger|Twisted Bread Sticks Garlic|10.5 oz|Snacks|42852001|$1.69
Kroger|Twisted Bread Sticks Mozzarella|11.5 oz|Snacks|42853001|$3.29
Kraft|American Singles 2% Milk|22 pkg|Other Dairy/Not Milk|42854001|$3.49
Kraft|Cool Whip Regular|8 oz||42855001|$1.99
Kraft|Deluxe Mac & Cheese Four Cheese|14 oz||42856001|$2.99
Kraft|Mac & Cheese Southwest Chipotle|7.5 oz||42857001|$1.69
Kraft|Salad Dressing Italian|16 oz||42858001|$1.99
Kraft|Salad Dressing Ranch|16 oz||42859001|$1.99
Kraft|Salad Dressing Thousand Island|16 oz||42860001|$1.99
Kraft|Salad Dressing Zesty Italian|16 oz||42861001|$1.99
Kool Aid|Bursts Cherry|6 pkg||42863001|$1.49
Kool Aid|Jammers Cherry|10 ct||42864001|$2.50
Koch Foods|Oven Cravers Cordon Bleu|5 oz||42865001|$1.49
Kiwi|Kiwi Lox |16.3|Fresh Fish|42866001|$2.25
Kitchen Basics|Cooking Stock Chicken|32 oz||42867001|$2.99
King Arthur|Flour All Purpose|5 lbs||42868001|$3.99
Kens|Salad Dressing French|16 oz||42869001|$2.49
Kens|Salad Dressing Italian|16 oz||42870001|$2.49
Kens|Salad Dressing Ranch|16 oz||42871001|$2.49
Kens|Salad Dressing Thousand Island|16 oz||42872001|$2.49
Kelloggs|Corn Flakes Cereal|18 oz|Cereal|42873001|$2.99
Kelloggs|Crispix Cereal|12 oz|Cereal|42874001|$2.99
Kelloggs|Eggo Breakfast Sandwiches Bacon Egg & Cheese|4 ct|Frozen Food|42875001|$5.99
Kelloggs|Eggo French Toaster Sticks Cinnamon|8 ct|Frozen Food|42876001|$3.19
Kelloggs|Eggo Pancakes Buttermilk|12 ct|Frozen Food|42877001|$3.49
Kelloggs|Eggo Pancakes Chocolatey Chip Bites|5 pkg|Frozen Food|42878001|$3.49
Kelloggs|Eggo Pancakes Minis|40 ct|Frozen Food|42879001|$3.49
Kelloggs|Eggo Wafflers Brown Sugar Cinnamon|16 ct|Frozen Food|42880001|$2.50
Kelloggs|Eggo Waffles Blueberry|10 ct|Frozen Food|42881001|$2.50
Kelloggs|Eggo Waffles Buttermilk|10 ct|Frozen Food|42882001|$2.50
Kelloggs|Eggo Waffles Chocolatey Chip|10 ct|Frozen Food|42883001|$2.50
Kelloggs|Eggo Waffles Cinnamon Toast Mini|10 ct|Frozen Food|42884001|$2.50
Kelloggs|Eggo Waffles Gluten Free Original|8 ct|Frozen Food|42885001|$3.99
Kelloggs|Eggo Waffles Homestyle|10 ct|Frozen Food|42886001|$2.50
Kelloggs|Eggo Waffles Homestyle|24 ct|Frozen Food|42887001|$4.99
Kelloggs|Eggo Waffles Homestyle Mini|10 ct|Frozen Food|42888001|$2.50
Kelloggs|Eggo Waffles Nutri-Grain Blueberry|10 ct|Frozen Food|42889001|$3.77
Kelloggs|Eggo Waffles Nutri-Grain Low Fat|10 ct|Frozen Food|42890001|$3.77
Kelloggs|Eggo Waffles Nutri-Grain Whole Wheat|10 ct|Frozen Food|42891001|$3.77
Kelloggs|Eggo Waffles Oats & Mixed Berries|8 ct|Frozen Food|42892001|$2.50
Kelloggs|Eggo Waffles Strawberry|10 ct|Frozen Food|42893001|$2.50
Kelloggs|Eggo Waffles Thick & Fluffy Cinnamon Brown Sugar|6 ct|Frozen Food|42894001|$2.50
Kelloggs|Eggo Waffles Thick & Fluffy Original|6 ct|Frozen Food|42895001|$2.50
Kelloggs|Frosted Mini Wheats Touch Of Raisin Cereal|15 oz|Cereal|42896001|$4.39
Kelloggs|Krave Chocolate Cereal|11.4 oz|Cereal|42897001|$2.50
Kelloggs|Krave Smores Cereal|11 oz|Cereal|42898001|$2.50
Kelloggs|Mini Wheats Blueberry Muffin Cereal|15.5 oz|Cereal|42899001|$4.39
Kelloggs|Mini Wheats Frosted Cereal|18 oz|Cereal|42900001|$4.39
Kelloggs|Mini Wheats Frosted Cereal|70 oz|Cereal|42901001|$9.59
Kelloggs|Mini Wheats Frosted Chocolate Cereal|15.2 oz|Cereal|42902001|$4.39
Kelloggs|Mini Wheats Frosted Little Bites Original Cereal|15.2 oz|Cereal|42903001|$4.39
Kelloggs|Mini Wheats Maple Brown Sugar Cereal|15.5 oz|Cereal|42904001|$4.39
Kelloggs|Mini Wheats Strawberry Delight Cereal|15.5 oz|Cereal|42905001|$4.39
Kelloggs|Nutri Grain Apple Cinnamon Cereal Bars|10.4 oz|Cereal|42906001|$2.50
Kelloggs|Nutri Grain Blueberry Bliss Harvest Fruit & Oat Bars|8.8 oz|Frozen Food|42907001|$2.50
Kelloggs|Nutri Grain Blueberry Cereal Bars|10.4 oz|Cereal|42908001|$2.50
Kelloggs|Nutri Grain Cherry Cereal Bars|10.4 oz|Cereal|42909001|$2.50
Kelloggs|Nutri Grain Chocolatey Crunch Granola Bar|7.4 oz|Snacks|42910001|$2.50
Kelloggs|Nutri Grain Fruit Crunch Apple Cobbler Granola Bars|7.4 oz|Snacks|42911001|$2.50
Kelloggs|Nutri Grain Fruit Crunch Strawberry Parfait Granola Bars|7.4 oz|Snacks|42912001|$2.50
Kelloggs|Nutri Grain Mixed Berry Cereal Bars|10.4 oz|Cereal|42913001|$2.50
Kelloggs|Nutri Grain Raspberry Cereal Bars|10.4 oz|Cereal|42914001|$2.50
Kelloggs|Nutri Grain Strawberry Cereal Bars|10.4 oz|Cereal|42915001|$2.50
Kelloggs|Nutri Grain Strawberry Vanilla Fruit Yogurt Bar|10.4 oz|Snacks|42916001|$2.50
Kelloggs|Nutri Grain Toffee Crunch Bar|7.4 oz|Snacks|42917001|$2.50
Kelloggs|Nutri-Grain Harvest Strawberry Fruit & Oat Bars|8.8 oz|Snacks|42918001|$2.50
Kelloggs|Raisin Bran Cereal|18.7 oz|Cereal|42919001|$4.39
Kelloggs|Raisin Bran Cereal|23.5 oz|Cereal|42920001|$2.99
Kelloggs|Raisin Bran Cereal|76.5 oz|Cereal|42921001|$9.39
Kelloggs|Raisin Bran Crunch Cereal|18.2 oz|Cereal|42922001|$2.99
Kelloggs|Raisin Bran Omega-3 With Flaxseed Cereal|14.3 oz|Cereal|42923001|$4.39
Kelloggs|Rice Krispies Cereal|12 oz|Cereal|42924001|$2.50
Kelloggs|Rice Krispies Treats Marshmallows Squares|6.2 oz|Snacks|42925001|$3.69
Kelloggs|Smart Start Original Antioxidants Cereal|17.5 oz|Cereal|42926001|$4.39
Kelloggs|Special K Berry Pastry Crisps|4.4 oz|Snacks|42927001|$3.59
Kelloggs|Special K Blueberry Pastry Crisps|4.4 oz|Snacks|42928001|$3.59
Kelloggs|Special K Brown Sugar Cinnamon Pastry Crisps|4.4 oz|Snacks|42929001|$3.59
Kelloggs|Special K Chocolate Almond Cereal|12.7 oz|Cereal|42930001|$2.50
Kelloggs|Special K Chocolate Carmel Pastry Crisps|4.4 oz|Snacks|42931001|$3.59
Kelloggs|Special K Chocolate Strawberry Cereal|11 oz|Cereal|42932001|$2.50
Kelloggs|Special K Chocolatey Delight Cereal|13.1 oz|Cereal|42933001|$2.50
Kelloggs|Special K Chocolatey Pretzel Cereal Bars|4.6 oz|Cereal|42934001|$3.59
Kelloggs|Special K Delight Chocolatey Pastry Crisps|4.4 oz|Snacks|42935001|$3.59
Kelloggs|Special K Indulgent Moments Dreamy Coconut Snack Bites|4.5 oz|Snacks|42936001|$3.59
Kelloggs|Special K Moments Caramel Pretzel Bliss Snack Bites|4.5 oz|Snacks|42937001|$3.59
Kelloggs|Special K Original Cereal|12 oz|Cereal|42938001|$2.50
Kelloggs|Special K Protein Cereal|12.5 oz|Cereal|42939001|$2.50
Kelloggs|Special K Protein Greek Yogurt & Fruit Snack Bar|4.76 oz|Snacks|42940001|$2.50
Kelloggs|Special K Red Berries Cereal|11.2 oz|Cereal|42941001|$2.50
Kelloggs|Special K Strawberry Cereal Bars|4.86 oz|Cereal|42942001|$3.59
Kelloggs|Special K Strawberry Pastry Crisps|4.4 oz|Snacks|42943001|$3.59
Just Right|Just Right Beef Soup |16.2|Soup|42944001|$1.53
Just Right|Just Right Canned Beets |6.65|Canned Vegetables|42945001|$1.74
Just Right|Just Right Canned Peas |5.02|Canned Vegetables|42946001|$2.49
Just Right|Just Right Canned String Beans |9|Canned Vegetables|42947001|$1.20
Just Right|Just Right Canned Tomatos |16|Canned Vegetables|42948001|$2.15
Just Right|Just Right Canned Tuna in Oil |5.42|Tuna|42949001|$1.76
Just Right|Just Right Canned Tuna in Water |8.47|Tuna|42950001|$1.28
Just Right|Just Right Canned Yams |18.7|Canned Vegetables|42951001|$1.36
Just Right|Just Right Chicken Noodle Soup |18.5|Soup|42952001|$2.40
Just Right|Just Right Chicken Ramen Soup |11.3|Soup|42953001|$0.61
Just Right|Just Right Chicken Soup |12.5|Soup|42954001|$2.97
Just Right|Just Right Creamed Corn |13.1|Canned Vegetables|42955001|$3.83
Just Right|Just Right Noodle Soup |7.1|Soup|42956001|$1.31
Just Right|Just Right Regular Ramen Soup |6.31|Soup|42957001|$1.87
Just Right|Just Right Rice Soup |6.11|Soup|42958001|$3.76
Just Right|Just Right Turkey Noodle Soup |14.7|Soup|42959001|$1.99
Just Right|Just Right Vegetable Soup |15.2|Soup|42960001|$1.50
Jumex|Nectar Guava|33.81 oz||42961001|$2.69
Juicy Juice|Juice Boxes Apple|8 ct||42962001|$3.69
Juicy Juice|Juice Orange Tangerine|64 oz||42963001|$3.99
Johnsons|Baby Oil Original|3 oz||42964001|$2.29
Johnsons|Baby Powder Original|9 oz||42965001|$2.99
Johnsons|Baby Shampoo Original|15 oz||42966001|$4.49
Jiffy|Cake Mix Yellow|9 oz||42967001|$0.99
Jiffy|Mix Baking|40 oz||42968001|$3.49
Jiffy|Mix Pizza Crust|6.5 oz||42969001|$0.99
Jiffy|Muffin Mix Blueberry|7 oz||42970001|$0.99
Jiffy|Muffin Mix Corn|6 pkg||42971001|$2.99
Jiffy|Muffin Mix Corn|8.5 oz||42972001|$0.50
Jiffy|Muffin Mix Raspberry|7 oz||42973001|$0.99
Jiffy|Muffin Mix Vegetarian Corn|8.5 oz||42974001|$0.50
Jif|Peanut Butter Crunchy|28 oz|Peanut Butter|42975001|$3.99
Jif|Peanut Butter Smooth|28 oz|Peanut Butter|42976001|$3.99
Jardon|Jardon Rice Medly |14.3|Rice|42977001|$0.58
Jardon|Jardon Thai Rice |11.5|Rice|42978001|$1.90
International Delight|Sugar Free Coffee Creamer French Vanilla|32 oz|Coffee/Creamer|42979001|$3.69
Imagine|Imagine Beef TV Dinner |7.18|TV Dinner|42980001|$0.86
Imagine|Imagine Chicken TV Dinner |13.3|TV Dinner|42981001|$2.45
Imagine|Imagine Fajita French Fries |10.8|French Fries|42982001|$2.89
Imagine|Imagine Frozen Broccoli |15.1|Frozen Vegetables|42983001|$1.89
Imagine|Imagine Frozen Carrots |12.1|Frozen Vegetables|42984001|$3.92
Imagine|Imagine Frozen Cauliflower |19|Frozen Vegetables|42985001|$1.91
Imagine|Imagine Frozen Cheese Pizza |15.2|Pizza|42986001|$2.70
Imagine|Imagine Frozen Chicken Breast |8|Frozen Chicken|42987001|$3.46
Imagine|Imagine Frozen Chicken Thighs |7.9|Frozen Chicken|42988001|$0.91
Imagine|Imagine Frozen Chicken Wings |13.6|Frozen Chicken|42989001|$1.95
Imagine|Imagine Frozen Corn |15.7|Frozen Vegetables|42990001|$1.72
Imagine|Imagine Frozen Mushroom Pizza |4.88|Pizza|42991001|$1.55
Imagine|Imagine Frozen Peas |7.39|Frozen Vegetables|42992001|$1.72
Imagine|Imagine Frozen Pepperoni Pizza |9|Pizza|42993001|$3.46
Imagine|Imagine Frozen Sausage Pizza |14.8|Pizza|42994001|$0.57
Imagine|Imagine Grape Popsicles |18.2|Popsicles|42995001|$2.83
Imagine|Imagine Home Style French Fries |14.6|French Fries|42996001|$0.51
Imagine|Imagine Ice Cream |5.32|Ice Cream|42997001|$1.49
Imagine|Imagine Ice Cream Sandwich |6.47|Ice Cream|42998001|$3.21
Imagine|Imagine Lemon Popsicles |16.1|Popsicles|42999001|$0.63
Imagine|Imagine Lime Popsicles |17.2|Popsicles|43000001|$2.94
Imagine|Imagine Low Fat French Fries |8.78|French Fries|43001001|$3.68
Imagine|Imagine Orange Popsicles |9.19|Popsicles|43002001|$0.88
Imagine|Imagine Turkey TV Dinner |13|TV Dinner|43003001|$2.32
Illy|Coffee Ground Medium|8.8 oz|Coffee/Creamer|43004001|$15.39
Illy|Coffee Whole Bean Medium|8.8 oz|Coffee/Creamer|43005001|$15.39
Idahoan|Mashed Potatoes Four Cheese|4 oz||43006001|$1.29
Hunts|Pasta Sauce Meat|24 oz|Gravy/Sauce|43007001|$1.00
Hunts|Sour Cream Original|16 oz||43008001|$1.69
Huggies|Good Nights Jumbo - Boy|14 ct|Diapers|43009001|$10.49
Huggies|Good Nights Large - Boy|11 ct|Diapers|43010001|$10.49
Huggies|Little Movers - Disney Size 3|28 ct|Diapers|43011001|$10.99
Huggies|Little Movers - Disney Size 4|22 ct|Diapers|43012001|$10.99
Huggies|Little Movers - Disney Size 5|21 ct|Diapers|43013001|$10.99
Huggies|Little Movers - Disney Size 5|50 ct|Diapers|43014001|$22.99
Huggies|Little Movers - Disney Size 6|18 ct|Diapers|43015001|$10.99
Huggies|Little Movers - Disney Size 6|42 ct|Diapers|43016001|$22.99
Huggies|Little Movers Slip On Size 3|29 ct|Diapers|43017001|$10.99
Huggies|Little Movers Slip On Size 4|23 ct|Diapers|43018001|$10.99
Huggies|Little Movers Slip On Size 5|20 ct|Diapers|43019001|$10.99
Huggies|Little Snugglers Size 2|32 ct|Diapers|43020001|$10.99
Huggies|Little Snugglers Size 2|36 ct|Diapers|43021001|$10.99
Huggies|Little Snugglers Size Newborn|32 ct|Diapers|43022001|$10.99
Huggies|Little Snugglers Size Newborn|72 ct|Diapers|43023001|$22.99
Huggies|Little Snugglers Size Newborn|76 ct|Diapers|43024001|$22.99
Huggies|Little Swimmers Size Large|10 ct|Diapers|43025001|$8.69
Huggies|Little Swimmers Size Medium|11 ct|Diapers|43026001|$8.69
Huggies|Little Swimmers Size Small|12 ct|Diapers|43027001|$8.69
Huggies|Pull-ups 4T-5T/Girls|18 ct|Diapers|43028001|$10.99
Huggies|Snug & Dry - Disney Size 2|38 ct|Diapers|43029001|$10.99
Huggies|Snug & Dry - Disney Size 3|32 ct|Diapers|43030001|$10.99
Huggies|Snug & Dry - Disney Size 3|80 ct|Diapers|43031001|$22.99
Huggies|Snug & Dry - Disney Size 4|68 ct|Diapers|43032001|$22.49
Huggies|Snug & Dry - Disney Size 5|24 ct|Diapers|43033001|$10.99
Huggies|Snug & Dry - Disney Size 5|58 ct|Diapers|43034001|$21.49
Huggies|Snug & Dry - Disney Size 6|21 ct|Diapers|43035001|$10.99
Huggies|Snug & Dry - Disney Size 6|48 ct|Diapers|43036001|$20.99
Huggies|Snug & Dry Size 1|44 ct|Diapers|43037001|$10.99
Huggies|Snug & Dry Size 3|32 ct|Diapers|43038001|$10.99
Huggies|Snug & Dry Size 4|28 ct|Diapers|43039001|$10.99
Huggies|Snug & Dry Size 4|29 ct|Diapers|43040001|$10.99
Huggies|Snug & Dry Size 4|66 ct|Diapers|43041001|$20.99
Huggies|Snug & Dry Size 6|23 ct|Diapers|43042001|$10.99
Hostess|Cake Coffee Cakes Multi Pack|11.6 oz|Coffee/Creamer|43043001|$3.29
Hostess|Cake Ding Dongs|15.3 oz||43044001|$3.89
Hostess|Cake Ho Hos|10 oz||43045001|$3.89
Hostess|Cake Twinkies|13.59 oz||43046001|$3.29
Hostess|Cake Twinkies|2.7 oz||43047001|$1.00
Hostess|Cupcakes Chocolate|12.7 oz||43048001|$3.29
Hostess|Pie Apple|4.5 oz||43049001|$1.00
Hostees|Donuts Crunch Donettes Single Serve|4 oz||43050001|$1.00
Hostees|Donuts Frosted Donettes Single Serve|3 oz||43051001|$1.00
Hostees|Donuts Powdered Bagged Donettes|10.5 oz||43052001|$2.19
Hostees|Donuts Powdered Donettes Single Serve|3 oz||43053001|$1.00
Horatio|Horatio Avocado Dip |9|Dips|43054001|$3.18
Horatio|Horatio Buttered Popcorn |15.7|Popcorn|43055001|$2.35
Horatio|Horatio Cheese Dip |5.03|Dips|43056001|$2.31
Horatio|Horatio Chocolate Chip Cookies |8|Cookies|43057001|$2.76
Horatio|Horatio Fondue Mix |17.6|Dips|43058001|$2.27
Horatio|Horatio Frosted Cookies |8.6|Cookies|43059001|$3.90
Horatio|Horatio Fudge Brownies |4.17|Cookies|43060001|$1.59
Horatio|Horatio Fudge Cookies |9.8|Cookies|43061001|$3.59
Horatio|Horatio Graham Crackers |15.2|Cookies|43062001|$2.82
Horatio|Horatio Lemon Cookies |14.1|Cookies|43063001|$1.71
Horatio|Horatio Low Fat Cookies |15.1|Cookies|43064001|$1.88
Horatio|Horatio Low Fat Popcorn |13.1|Popcorn|43065001|$2.98
Horatio|Horatio No Salt Popcorn |16.5|Popcorn|43066001|$3.82
Horatio|Horatio Salsa Dip |20.7|Dips|43067001|$2.65
Horatio|Horatio Sugar Cookies |14.7|Cookies|43068001|$3.78
Hilltop|Hilltop 200 MG Acetominifen |17.8|Acetominifen|43071001|$2.89
Hilltop|Hilltop 200 MG Ibuprofen |7.77|Ibuprofen|43072001|$3.60
Hilltop|Hilltop Buffered Aspirin |4.48|Aspirin|43073001|$2.49
Hilltop|Hilltop Childrens Aspirin |4.4|Aspirin|43074001|$2.47
Hilltop|Hilltop Mint Mouthwash |16.2|Mouthwash|43075001|$3.62
High Top|High Top Almonds |6.72|Nuts|43076001|$1.77
High Top|High Top Asparagus |20.8|Fresh Vegetables|43077001|$1.43
High Top|High Top Baby Onion |6.51|Fresh Vegetables|43078001|$3.45
High Top|High Top Beets |10.1|Fresh Vegetables|43079001|$2.27
High Top|High Top Broccoli |5.85|Fresh Vegetables|43080001|$0.63
High Top|High Top Canned Peanuts |7.89|Nuts|43081001|$2.11
High Top|High Top Cantelope |10.3|Fresh Fruit|43082001|$2.47
High Top|High Top Cauliflower |17.7|Fresh Vegetables|43083001|$2.23
High Top|High Top Corn on the Cob |14.1|Fresh Vegetables|43084001|$3.32
High Top|High Top Dried Mushrooms |17.7|Fresh Vegetables|43085001|$3.74
High Top|High Top Elephant Garlic |6.05|Fresh Vegetables|43086001|$1.84
High Top|High Top Fancy Plums |4.73|Fresh Fruit|43087001|$2.65
High Top|High Top Firm Tofu |8.6|Tofu|43088001|$3.36
High Top|High Top Fresh Lima Beans |9.6|Fresh Vegetables|43089001|$2.87
High Top|High Top Fuji Apples |14|Fresh Fruit|43090001|$1.54
High Top|High Top Garlic |18|Fresh Vegetables|43091001|$3.40
High Top|High Top Golden Delcious Apples |19.5|Fresh Fruit|43092001|$2.91
High Top|High Top Green Pepper |18.7|Fresh Vegetables|43093001|$2.75
High Top|High Top Honey Dew |15.2|Fresh Fruit|43094001|$1.87
High Top|High Top Lemons |18.2|Fresh Fruit|43095001|$1.67
High Top|High Top Lettuce |14.1|Fresh Vegetables|43096001|$0.93
High Top|High Top Limes |9.8|Fresh Fruit|43097001|$3.68
High Top|High Top Macintosh Apples |10.1|Fresh Fruit|43098001|$2.47
High Top|High Top Mandarin Oranges |10.6|Fresh Fruit|43099001|$1.60
High Top|High Top Mixed Nuts |11.8|Nuts|43100001|$2.71
High Top|High Top Mushrooms |11.6|Fresh Vegetables|43101001|$2.58
High Top|High Top New Potatos |4.82|Fresh Vegetables|43102001|$3.85
High Top|High Top Onions |16.5|Fresh Vegetables|43103001|$1.33
High Top|High Top Oranges |7.77|Fresh Fruit|43104001|$1.66
High Top|High Top Party Nuts |19.6|Nuts|43105001|$2.82
High Top|High Top Peaches |8.8|Fresh Fruit|43106001|$1.49
High Top|High Top Plums |12.6|Fresh Fruit|43107001|$2.25
High Top|High Top Potatos |7.3|Fresh Vegetables|43108001|$0.57
High Top|High Top Prepared Salad |8.5|Fresh Vegetables|43109001|$1.66
High Top|High Top Red Delcious Apples |14.2|Fresh Fruit|43110001|$0.92
High Top|High Top Red Pepper |5.05|Fresh Vegetables|43111001|$2.41
High Top|High Top Shitake Mushrooms |11.3|Fresh Vegetables|43112001|$0.69
High Top|High Top Squash |7.69|Fresh Vegetables|43113001|$1.52
High Top|High Top Summer Squash |17.7|Fresh Vegetables|43114001|$2.95
High Top|High Top Sweet Onion |11.5|Fresh Vegetables|43115001|$1.24
High Top|High Top Sweet Peas |11.3|Fresh Vegetables|43116001|$1.71
High Top|High Top Tangerines |5.21|Fresh Fruit|43117001|$0.56
High Top|High Top Tomatos |13.8|Fresh Vegetables|43118001|$1.32
High Top|High Top Walnuts |12.5|Nuts|43119001|$2.72
High Quality|High Quality Counter Cleaner |7.51|Cleaners|43120001|$2.91
High Quality|High Quality Glass Cleaner |18.8|Cleaners|43121001|$1.91
High Quality|High Quality Room Freshener |5.96|Deodorizers|43122001|$2.38
High Quality|High Quality Toilet Bowl Cleaner |20.7|Cleaners|43123001|$2.19
Hi-C|Juice Boxes Grabbin Grape|10 ct||43124001|$2.49
Hersheys|Syrup Chocolate|24 oz||43125001|$2.39
Hersheys|Syrup Strawberry|24 oz||43126001|$2.39
Hershey|Syrup Chocolate|24 oz||43127001|$2.89
Hershey|Syrup Chocolate|48 oz||43128001|$3.49
Hershey|Syrup Chocolate Lite|18.5 oz||43129001|$2.89
Hershey|Syrup Chocolate Sugar Free|17.5 oz||43130001|$3.79
Hershey|Syrup Strawberry|22 oz||43131001|$2.89
Hermanos|Hermanos Almonds |9.19|Nuts|43132001|$1.76
Hermanos|Hermanos Asparagus |6.02|Fresh Vegetables|43133001|$2.23
Hermanos|Hermanos Baby Onion |6.32|Fresh Vegetables|43134001|$1.37
Hermanos|Hermanos Beets |17.2|Fresh Vegetables|43135001|$2.18
Hermanos|Hermanos Broccoli |6.68|Fresh Vegetables|43136001|$2.89
Hermanos|Hermanos Canned Peanuts |15.7|Nuts|43137001|$2.53
Hermanos|Hermanos Cantelope |19.2|Fresh Fruit|43138001|$3.34
Hermanos|Hermanos Cauliflower |16.2|Fresh Vegetables|43139001|$2.72
Hermanos|Hermanos Corn on the Cob |10.6|Fresh Vegetables|43140001|$2.84
Hermanos|Hermanos Dried Mushrooms |7.98|Fresh Vegetables|43141001|$1.50
Hermanos|Hermanos Elephant Garlic |7.75|Fresh Vegetables|43142001|$2.82
Hermanos|Hermanos Fancy Plums |14.5|Fresh Fruit|43143001|$0.87
Hermanos|Hermanos Firm Tofu |3.96|Tofu|43144001|$2.17
Hermanos|Hermanos Fresh Lima Beans |8.69|Fresh Vegetables|43145001|$2.81
